click_id,timestamp,type,campaign,banner,content_unit,network,browser,operating_system,country,state,city
"7,02765742224802E+018",1636254001,CLICK_COMMAND,1497737,5088725,3397673,8,0,6,0,0,0
"7,02765743083612E+018",1636254003,DYNAMIC,1751308,9487297,3596567,42,6,3,0,0,0
"7,02765744372096E+018",1636254007,DYNAMIC,4824484,14840628,4386889,241,6,5,1,2,35187
"7,02765744801678E+018",1636254008,DYNAMIC,4641002,14716415,4528179,71,30,14,1,5,2386
"7,02765749096566E+018",1636254017,DYNAMIC,2912047,9482468,4350366,3368,11,6,25,188,46029
"7,02765755109887E+018",1636254031,SUBREQUEST_PARENT,1907433,14055974,3769572,42,0,12,1,2,528526
"7,02765761122671E+018",1636254045,CLICK_COMMAND,4788109,14934034,4500165,268,8,5,3,40,89092
"7,02765761981271E+018",1636254047,DYNAMIC,4713978,14854838,4690247,268,8,5,246,845,1060031
"7,02765762840711E+018",1636254049,DYNAMIC,4744453,14620702,4567672,3567,11,17,7,5459,82796
"7,02765767564991E+018",1636254060,CLICK_COMMAND,4849311,14927437,4630638,3334,11,12,1,10,207114
"7,02765768853311E+018",1636254063,DYNAMIC,4824484,14840628,4386889,241,15,17,1,13,1789
"7,02765772719089E+018",1636254072,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765773148344E+018",1636254073,CLICK_COMMAND,4740182,14689672,4334562,268,0,0,105,1181,56865
"7,02765774007442E+018",1636254075,CLICK_COMMAND,4843838,14936355,4701958,270,11,12,1,7,1712
"7,02765774436984E+018",1636254076,CLICK_COMMAND,4743804,14649930,2982629,270,0,0,105,1181,56865
"7,02765775296889E+018",1636254078,SUBREQUEST_PARENT,1907433,6549021,3702470,42,15,17,1,1,1765
"7,02765776584527E+018",1636254081,CLICK_COMMAND,4772424,14727980,4695698,270,0,0,105,1181,56865
"7,02765777443488E+018",1636254083,CLICK_COMMAND,4853618,14940203,4569224,250,0,0,173,1989,67281
"7,02765778732293E+018",1636254086,CLICK_COMMAND,4718315,14565871,4535412,3334,0,0,7,2597,87021
"7,0276578002056E+018",1636254089,CLICK_COMMAND,4718271,14565533,4648939,3334,8,5,0,0,0
"7,02765785603755E+018",1636254102,DYNAMIC,4668034,14648107,4528674,71,11,17,1,1,383312
"7,02765786463778E+018",1636254104,SUBREQUEST_PARENT,1907433,14055974,3769572,42,11,12,1,1,124814
"7,02765786892521E+018",1636254105,CLICK_COMMAND,4834961,14926082,4701219,270,30,12,1,10,207057
"7,02765788181299E+018",1636254108,CLICK_COMMAND,4705740,14515279,4573072,3341,11,12,1,9,620577
"7,02765789898827E+018",1636254112,DYNAMIC,4668338,14440111,4650220,3637,8,14,1,2,94087
"7,02765790757926E+018",1636254114,CLICK_COMMAND,3816040,11596357,4560311,268,11,12,1,2,3324
"7,0276579075925E+018",1636254115,SUBREQUEST_PARENT,1907433,14054316,3769572,42,11,12,2,51,952576
"7,02765791616834E+018",1636254116,CLICK_COMMAND,3350692,10404670,4311926,3282,6,5,183,2166,68868
"7,02765792046114E+018",1636254117,CLICK_COMMAND,4834962,14880198,4661202,250,11,12,1,3,482412
"7,02765794193605E+018",1636254122,DYNAMIC,4781465,14717409,4352567,408,8,14,1,7,1712
"7,02765794623121E+018",1636254123,DYNAMIC,4818317,14819841,3557697,3145,11,12,1,3,206515
"7,02765741795089E+018",1636254000,CLICK_COMMAND,3350692,10404670,4311926,3282,6,6,109,1203,56992
"7,02765742225267E+018",1636254001,CLICK_COMMAND,1497732,5088675,3397658,6,0,6,0,0,0
"7,02765745230925E+018",1636254008,DYNAMIC,4799702,14770779,4291409,408,11,12,1,10,1763
"7,02765746949076E+018",1636254012,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765758545933E+018",1636254040,DYNAMIC,4784863,14786482,4695753,3652,0,14,1,10,207151
"7,0276575897501E+018",1636254040,DYNAMIC,4803920,14783595,3769573,42,0,12,1,13,1022183
"7,02765760692781E+018",1636254044,DYNAMIC,4768275,14689640,4386889,241,11,6,25,188,46029
"7,02765760692801E+018",1636254044,DYNAMIC,4781465,14717409,4352567,408,11,12,1,10,19454
"7,02765761981612E+018",1636254047,CLICK_COMMAND,4848234,14924851,4517167,3374,8,5,1,7,1712
"7,02765766705847E+018",1636254058,DYNAMIC,4718016,14551755,3557687,3145,11,12,7,2552,71301
"7,02765767135691E+018",1636254059,DYNAMIC,4500897,13985474,3769558,42,11,12,2,51,952576
"7,02765768853239E+018",1636254063,DYNAMIC,4809030,14806999,4620773,71,15,17,1,13,2384
"7,02765768853861E+018",1636254063,DYNAMIC,4740365,14603822,3769573,42,0,12,217,2446,70406
"7,02765771430619E+018",1636254069,DYNAMIC,4735963,14589205,4579258,456,11,12,1,10,207151
"7,02765771859932E+018",1636254070,DYNAMIC,4829863,14930952,3596567,42,11,17,1,10,35430
"7,02765775295683E+018",1636254078,DYNAMIC,4781465,14717409,4352567,408,8,14,1,2,3324
"7,02765778302409E+018",1636254085,CLICK_COMMAND,3459141,10685112,4311926,3282,8,14,7,2571,77910
"7,02765784315829E+018",1636254099,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,6,11322
"7,02765786033626E+018",1636254103,DYNAMIC,3912935,11931061,4575816,42,11,12,1,10,1769
"7,02765788181109E+018",1636254108,CLICK_COMMAND,4848743,14927139,4701288,270,11,12,7,5459,82796
"7,02765790330369E+018",1636254113,DYNAMIC,3304669,10286350,3615784,42,8,14,1,11,3321
"7,02765790759348E+018",1636254114,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,10,1710
"7,02765742653932E+018",1636254002,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,0,0,0
"7,02765748238667E+018",1636254015,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,3,1739
"7,02765752532409E+018",1636254025,DYNAMIC,4762669,14745650,4694473,3137,15,17,2,51,1703
"7,02765754250599E+018",1636254029,CLICK_COMMAND,4311883,14324916,4696709,270,0,0,1,7,1712
"7,02765754681216E+018",1636254030,DYNAMIC,4834073,14873200,4504721,42,0,12,1,16,96888
"7,02765755109474E+018",1636254031,SUBREQUEST_PARENT,1907433,6517883,3769543,42,15,17,1,1,206326
"7,02765755109645E+018",1636254032,DYNAMIC,4768495,14771281,4528558,71,11,12,1,3,94752
"7,02765758115847E+018",1636254038,CLICK_COMMAND,3627337,11094409,4529255,3282,0,0,7,5475,83830
"7,02765762840278E+018",1636254049,DYNAMIC,4781465,14717409,4352567,408,0,14,1,10,1710
"7,02765763699422E+018",1636254051,CLICK_COMMAND,3485248,10752060,4117394,250,0,0,74,6355,50961
"7,02765764128775E+018",1636254052,DYNAMIC,4803470,14782671,4386889,241,8,5,129,1507,63117
"7,02765764987775E+018",1636254054,CLICK_COMMAND,3351869,10406152,4311903,3282,0,0,7,2554,72185
"7,02765769282762E+018",1636254064,CLICK_COMMAND,3816051,11596514,4560311,268,11,12,1,2,3324
"7,02765772289219E+018",1636254071,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
"7,02765773148422E+018",1636254073,DYNAMIC,4784499,14786507,4695873,3652,30,14,1,10,11550
"7,02765775295683E+018",1636254078,DYNAMIC,4799050,14794527,4638375,456,8,14,1,9,367942
"7,02765775296096E+018",1636254078,DYNAMIC,4828423,14850791,4699439,270,8,14,5,5644,160606
"7,02765775725213E+018",1636254079,CLICK_COMMAND,4046554,12179172,3422231,268,6,12,1,6,11322
"7,02765777013782E+018",1636254082,CLICK_COMMAND,4050327,12186664,4596175,268,30,14,1,14,949105
"7,02765782167664E+018",1636254094,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
"7,02765782597324E+018",1636254095,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6772,1065652
"7,02765784315593E+018",1636254099,CLICK_COMMAND,3816060,11595499,4560315,268,11,17,1,2,3324
"7,02765785174108E+018",1636254101,CLICK_COMMAND,4780830,14716420,4320420,3202,11,12,1,7,22751
"7,02765786462611E+018",1636254104,CLICK_COMMAND,4713978,14854826,4690250,268,8,14,246,821,54538
"7,02765792475755E+018",1636254119,DYNAMIC,4824131,14837746,4433279,3451,11,12,177,2038,68042
"7,02765793334552E+018",1636254120,DYNAMIC,4818153,14818730,4480802,408,0,14,1,9,95562
"7,02765742224736E+018",1636254001,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,0,0,0
"7,02765742224881E+018",1636254001,CLICK_COMMAND,1497737,5088725,3397673,8,0,6,0,0,0
"7,02765747379746E+018",1636254013,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,14,1,15,1084362
"7,02765749096474E+018",1636254017,CLICK_COMMAND,4722443,14665488,4690250,268,11,12,89,1002,55923
"7,02765752534218E+018",1636254025,DYNAMIC,4717630,14537304,3769573,42,0,12,1,3,1739
"7,0276575296203E+018",1636254026,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765753820938E+018",1636254028,CLICK_COMMAND,4036733,14324556,4302205,268,0,0,1,7,1712
"7,02765754679958E+018",1636254030,CLICK_COMMAND,4311883,14324918,4697502,270,0,0,1,7,1712
"7,02765756397866E+018",1636254034,DYNAMIC,3585396,10994314,3311577,111,8,5,1,3,89149
"7,02765758545645E+018",1636254039,DYNAMIC,4850468,14930319,4498627,42,8,5,0,0,0
"7,02765762840357E+018",1636254049,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765762840658E+018",1636254049,DYNAMIC,4744453,14620703,4567673,3567,11,17,7,2552,71301
"7,02765764129004E+018",1636254052,DYNAMIC,4722453,14666296,4603448,268,15,17,1,2,35187
"7,02765769283253E+018",1636254064,DYNAMIC,4814132,14807326,4504721,42,0,12,1,2,3324
"7,02765771000722E+018",1636254068,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765772719109E+018",1636254072,CLICK_COMMAND,4772256,14700330,4695106,270,11,5,105,1181,56865
"7,02765772719129E+018",1636254072,CLICK_COMMAND,4740182,14689672,4334562,268,11,5,105,1181,56865
"7,02765773577735E+018",1636254074,CLICK_COMMAND,4704290,14551267,4593833,268,11,12,1,16,698980
"7,02765777872742E+018",1636254084,DYNAMIC,4668541,14440752,4386889,241,11,12,1,3,89149
"7,02765778302304E+018",1636254085,CLICK_COMMAND,3459141,10685112,4311926,3282,15,17,1,7,1712
"7,02765778731762E+018",1636254086,DYNAMIC,4766816,14742964,4559803,3577,0,0,7,2554,72229
"7,02765780450044E+018",1636254090,CLICK_COMMAND,3459141,10685112,4311926,3282,11,17,246,767,1012943
"7,02765781738318E+018",1636254093,CLICK_COMMAND,4709719,14851870,4690250,268,11,12,1,7,1712
"7,02765785605282E+018",1636254102,DYNAMIC,4520830,14056288,4662599,42,11,12,1,1,1765
"7,02765786462782E+018",1636254104,CLICK_COMMAND,4050315,12186452,4596175,268,8,14,1,8,244190
"7,02765788610088E+018",1636254109,DYNAMIC,4848403,14925320,4386889,241,6,17,1,2,35187
"7,02765791617601E+018",1636254116,DYNAMIC,4059278,12207525,4417022,42,11,10,2,49,91037
"7,02765792475768E+018",1636254118,CLICK_COMMAND,4027856,12148967,4596175,268,11,12,1,11,319755
"7,02765742224481E+018",1636254001,CLICK_COMMAND,1536643,5246144,3423941,19,0,6,0,0,0
"7,02765742224559E+018",1636254001,CLICK_COMMAND,1536643,5246144,3423941,19,0,6,0,0,0
"7,02765743083415E+018",1636254003,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765753391442E+018",1636254027,CLICK_COMMAND,4677058,14940418,3979460,250,8,14,1,7,1712
"7,02765753820978E+018",1636254028,CLICK_COMMAND,4036733,14324557,4302205,268,0,0,1,7,1712
"7,02765753821096E+018",1636254028,CLICK_COMMAND,4311867,14324954,4696700,270,0,0,1,7,1712
"7,02765754250783E+018",1636254029,CLICK_COMMAND,4311883,14324921,4697577,270,0,0,1,7,1712
"7,02765754679965E+018",1636254030,DYNAMIC,4768275,14689640,4386889,241,11,6,25,188,46029
"7,02765754679997E+018",1636254030,CLICK_COMMAND,4311883,14324920,4697502,270,0,0,1,7,1712
"7,02765755968383E+018",1636254033,CLICK_COMMAND,4505431,14623343,4661362,270,30,12,1,1,43904
"7,02765759834574E+018",1636254042,DYNAMIC,3619838,13603022,3769567,42,0,12,1,3,94752
"7,02765760263324E+018",1636254043,DYNAMIC,4520832,14060289,4662601,42,11,12,3,17,11613
"7,02765764128788E+018",1636254052,CLICK_COMMAND,4722481,14667900,4690250,268,11,12,4,699,388598
"7,02765765417265E+018",1636254055,DYNAMIC,4794244,14754786,4674273,3347,11,12,138,1691,530251
"7,02765765847083E+018",1636254056,CLICK_COMMAND,4708082,14640858,4567551,268,11,17,7,2563,74333
"7,02765770141709E+018",1636254066,CLICK_COMMAND,4783530,14727953,4663091,3578,11,6,2,51,1703
"7,0276577057139E+018",1636254067,DYNAMIC,4799050,14794527,4638375,456,11,12,1,3,1739
"7,02765771432113E+018",1636254070,DYNAMIC,3619816,13603014,3769573,42,0,12,1,7,1712
"7,02765772289278E+018",1636254071,CLICK_COMMAND,4724252,14634177,4679305,268,11,12,3,42,41690
"7,0276577228933E+018",1636254071,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
"7,02765773148501E+018",1636254073,CLICK_COMMAND,4772256,14700330,4695106,270,0,0,105,1181,56865
"7,02765777872926E+018",1636254084,CLICK_COMMAND,4713978,14854827,4690250,268,8,14,246,803,54358
"7,02765779161331E+018",1636254087,CLICK_COMMAND,4027827,12149107,4596175,268,8,14,1,10,207151
"7,02765784315822E+018",1636254099,DYNAMIC,4848345,14925144,3769567,42,0,12,1,6,11322
"7,02765787751265E+018",1636254107,CLICK_COMMAND,3628706,11098253,4311926,3282,8,14,1,2,3324
"7,02765789040024E+018",1636254110,CLICK_COMMAND,4352876,13542453,4405735,3348,11,12,1,4,94796
"7,0276579032951E+018",1636254113,SUBREQUEST_PARENT,1907433,14055981,3769572,42,0,12,1,3,1739
"7,02765790757919E+018",1636254114,CLICK_COMMAND,4528162,14073114,4566679,3282,0,14,1,16,1019886
"7,02765793764141E+018",1636254121,DYNAMIC,4851665,14934973,4386889,241,6,17,1,2,35187
"7,02765742654036E+018",1636254002,CLICK_COMMAND,4713978,14854827,4690250,268,8,14,246,782,209484
"7,02765744371925E+018",1636254006,CLICK_COMMAND,3353521,10408898,4311926,3282,11,12,1,10,207057
"7,02765744801822E+018",1636254008,CLICK_COMMAND,4713978,14854827,4690250,268,11,12,246,834,54736
"7,02765746949082E+018",1636254012,DYNAMIC,4847677,14923859,4386889,241,6,6,1,11,96016
"7,02765748666997E+018",1636254016,DYNAMIC,4854461,14942430,4386889,241,6,6,1,11,96016
"7,02765751243892E+018",1636254022,DYNAMIC,4799702,14770779,4291409,408,11,12,1,2,206432
"7,02765752532343E+018",1636254025,DYNAMIC,4713978,14854838,4690247,268,8,14,246,3776,54542
"7,02765755109645E+018",1636254031,DYNAMIC,1555097,14470421,3416670,2080,8,14,176,2024,67915
"7,02765756827717E+018",1636254035,DYNAMIC,4818358,14819225,3769545,42,15,17,1,7,1712
"7,02765760693142E+018",1636254044,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765765417291E+018",1636254055,DYNAMIC,4722504,14666395,4603453,268,11,12,96,6771,56069
"7,02765768424692E+018",1636254062,DYNAMIC,4828774,14852120,3781169,42,0,12,3,17,11613
"7,02765769712311E+018",1636254065,CLICK_COMMAND,4722507,14666392,4690250,268,8,14,96,6771,56069
"7,02765770571448E+018",1636254067,CLICK_COMMAND,4823128,14918825,3972159,268,11,17,1,7,1712
"7,02765772719083E+018",1636254072,CLICK_COMMAND,4772424,14727980,4695698,270,11,5,105,1181,56865
"7,02765773148468E+018",1636254073,CLICK_COMMAND,4740182,14689672,4334562,268,0,0,105,1181,56865
"7,0276577658437E+018",1636254081,CLICK_COMMAND,4772424,14727980,4695698,270,0,0,105,1181,56865
"7,02765779161272E+018",1636254087,DYNAMIC,4724189,14553860,4395109,3232,11,6,7,2582,81722
"7,02765779590919E+018",1636254088,CLICK_COMMAND,4722481,14667897,4690250,268,0,0,7,2597,87021
"7,02765781739609E+018",1636254094,DYNAMIC,3998268,13603168,3769574,42,0,12,1,10,207151
"7,02765783456278E+018",1636254097,DYNAMIC,3754319,14457507,4530621,71,11,6,1,1,1765
"7,02765783886692E+018",1636254098,DYNAMIC,4803921,14783596,3769570,42,0,0,1,10,207151
"7,02765788610331E+018",1636254110,CLICK_COMMAND,4093235,14006921,4320420,3202,11,12,1,7,1712
"7,02765790328147E+018",1636254113,DYNAMIC,4819476,14829705,3557697,3145,8,14,1,11,22678
"7,02765791187101E+018",1636254115,DYNAMIC,4803470,14782671,4386889,241,6,17,1,2,35187
"7,02765791616598E+018",1636254116,DYNAMIC,4840492,14904988,4386889,241,11,12,5,5682,391054
"7,02765794193591E+018",1636254122,CLICK_COMMAND,4511338,14464645,4320420,3202,11,12,1,16,694153
"7,02765794623128E+018",1636254123,DYNAMIC,4764531,14938046,4507295,3375,11,12,173,1995,67456
"7,02765743083533E+018",1636254003,CLICK_COMMAND,4737876,14650108,4620179,268,14,17,7,2563,74333
"7,0276574609041E+018",1636254010,SUBREQUEST_PARENT,1907433,14049735,3769566,42,11,12,1,9,1783
"7,02765747808089E+018",1636254014,DYNAMIC,4835071,14926482,4428164,1810,11,12,2,51,952576
"7,02765750384919E+018",1636254020,DYNAMIC,4854289,14942106,4386889,241,6,5,1,2,35187
"7,02765753821043E+018",1636254028,CLICK_COMMAND,4036733,14324560,4302205,268,0,0,1,7,1712
"7,0276575425033E+018",1636254029,CLICK_COMMAND,4677058,14940416,3979460,250,8,14,1,3,1739
"7,02765754250356E+018",1636254029,DYNAMIC,4740873,14607167,4655074,3641,11,12,1,10,35430
"7,02765754680253E+018",1636254030,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,16,96888
"7,02765755110726E+018",1636254031,DYNAMIC,4823504,14836302,3596568,42,15,17,1,10,95806
"7,02765755539404E+018",1636254032,SUBREQUEST_PARENT,1907433,14050970,3769566,42,0,12,1,11,95919
"7,02765758546687E+018",1636254039,CLICK_COMMAND,4590953,14925711,4673965,3334,11,6,1,1,1765
"7,02765760263599E+018",1636254043,DYNAMIC,4722453,14666279,4603454,268,15,17,1,2,35187
"7,0276576369954E+018",1636254051,DYNAMIC,4672353,14530449,4404791,268,11,17,7,5459,82796
"7,02765765846906E+018",1636254056,DYNAMIC,4749365,14647990,4693697,270,11,17,7,2563,74333
"7,02765766276527E+018",1636254057,DYNAMIC,4781653,14718064,4403245,111,8,5,1,3,89149
"7,02765766706024E+018",1636254058,CLICK_COMMAND,3823893,14288579,4561195,742,30,12,1,2,94509
"7,0276577014184E+018",1636254066,CLICK_COMMAND,4676894,14457092,4681005,250,8,14,1,6,11322
"7,02765771430219E+018",1636254069,CLICK_COMMAND,4843838,14936355,4701958,270,11,12,1,7,1712
"7,0276577185984E+018",1636254070,DYNAMIC,4569816,14173157,4395897,3251,14,17,7,2597,87021
"7,02765772718801E+018",1636254072,DYNAMIC,4828723,14852016,3689662,3176,8,5,1,9,40668
"7,02765773577873E+018",1636254074,DYNAMIC,4823409,14835978,4386889,241,11,12,1,10,1769
"7,0276577357788E+018",1636254074,DYNAMIC,4319554,14719018,3777759,3213,11,12,1,10,10200
"7,02765777443704E+018",1636254084,DYNAMIC,4822048,14923982,4698786,268,15,17,7,5459,82796
"7,02765777873601E+018",1636254084,DYNAMIC,4829863,14930952,3596567,42,11,17,1,15,7512
"7,02765779161186E+018",1636254087,DYNAMIC,4784863,14786482,4695753,3652,11,12,1,4,40173
"7,02765779161527E+018",1636254087,CLICK_COMMAND,4660100,14419558,4635334,3391,11,12,1,7,1712
"7,02765780020147E+018",1636254089,DYNAMIC,4822048,14914513,4698786,268,11,10,7,5459,82796
"7,0276578087956E+018",1636254092,CLICK_COMMAND,3816060,11595499,4560315,268,8,14,1,1,1765
"7,02765782168352E+018",1636254094,DYNAMIC,4798887,14764823,4403245,111,8,14,1,3,89149
"7,02765782597219E+018",1636254095,CLICK_COMMAND,4772020,14811698,4376410,268,30,12,1,16,1800
"7,02765783456213E+018",1636254097,DYNAMIC,4613665,14323293,3209258,3027,11,6,1,1,1765
"7,02765784745758E+018",1636254100,DYNAMIC,4833969,14873020,4504721,42,0,12,1,2,35187
"7,02765786463136E+018",1636254104,CLICK_COMMAND,4064118,12218915,4522547,3334,11,12,1,9,1059329
"7,02765789039716E+018",1636254110,DYNAMIC,4833461,14871399,4395088,3145,11,12,1,4,94796
"7,02765789469868E+018",1636254111,CLICK_COMMAND,4709614,14538799,4677469,3506,8,14,1,9,40142
"7,0276579204618E+018",1636254117,DYNAMIC,4848176,14924795,4524911,3509,11,12,173,1995,67482
"7,02765793334605E+018",1636254120,CLICK_COMMAND,4050447,12187813,3881042,268,11,12,2,51,1703
"7,02765793335365E+018",1636254120,CLICK_COMMAND,3542537,10881996,4515101,834,0,0,1,6,11322
"7,02765794193533E+018",1636254122,DYNAMIC,4818317,14819841,3557697,3145,11,12,1,15,1019457
"7,0276574222452E+018",1636254001,CLICK_COMMAND,1536643,5246144,3423941,19,0,6,0,0,0
"7,0276574222492E+018",1636254001,CLICK_COMMAND,1497769,5088778,3397867,17,0,6,0,0,0
"7,02765748237664E+018",1636254015,CLICK_COMMAND,4722476,14655368,4376410,268,11,17,7,2597,87021
"7,02765749096448E+018",1636254017,DYNAMIC,4463723,14296390,4506912,3347,11,12,138,1692,63508
"7,02765751673559E+018",1636254023,CLICK_COMMAND,4484243,14649788,4658868,270,30,12,1,7,22751
"7,02765755109959E+018",1636254031,DYNAMIC,3973939,13603176,3769568,42,0,12,1,10,19454
"7,02765756397827E+018",1636254034,CLICK_COMMAND,4722443,14665488,4690250,268,11,12,89,1002,55897
"7,02765757256892E+018",1636254036,CLICK_COMMAND,4518287,14904306,4700561,270,11,12,1,10,1771
"7,02765758116109E+018",1636254038,DYNAMIC,4520813,14056216,4662599,42,11,12,1,10,1753
"7,02765761551775E+018",1636254046,CLICK_COMMAND,4065321,12221384,4522547,3334,8,14,1,7,1712
"7,02765766706122E+018",1636254058,CLICK_COMMAND,4046554,12179172,3422231,268,11,6,7,2582,81722
"7,02765767135363E+018",1636254059,DYNAMIC,4783289,14727234,4386889,241,8,5,129,1507,63117
"7,02765771001142E+018",1636254068,DYNAMIC,4823766,14849916,4699246,270,30,12,60,474,49272
"7,02765771430265E+018",1636254069,CLICK_COMMAND,4780852,14716394,4320420,3202,11,12,1,6,11322
"7,02765773148298E+018",1636254073,DYNAMIC,4668194,14439861,4650220,3637,8,14,44,335,47722
"7,02765776154788E+018",1636254080,CLICK_COMMAND,3485212,10752056,4117394,250,0,0,74,6355,50961
"7,02765778302147E+018",1636254085,DYNAMIC,4799702,14770779,4291409,408,11,12,1,15,11746
"7,02765778302206E+018",1636254085,DYNAMIC,4833288,14871046,4386889,241,8,14,1,16,3335
"7,02765778731703E+018",1636254086,CLICK_COMMAND,4603194,14260090,3927969,250,30,12,1,7,1712
"7,02765780449644E+018",1636254090,DYNAMIC,4799702,14770779,4291409,408,11,12,1,12,96248
"7,02765783885736E+018",1636254098,DYNAMIC,4823134,14835379,4698990,3348,8,5,1,7,1764
"7,02765783886699E+018",1636254098,SUBREQUEST_PARENT,1907433,14055848,3769569,42,0,0,1,10,207151
"7,02765784315272E+018",1636254100,DYNAMIC,4799702,14767536,4291409,408,11,12,1,10,35134
"7,02765785603631E+018",1636254102,DYNAMIC,4847998,14924444,4386889,241,11,6,1,2,42476
"7,02765786892481E+018",1636254105,CLICK_COMMAND,4743804,14926477,2982629,270,30,12,1,10,207057
"7,02765787321932E+018",1636254106,DYNAMIC,4848345,14925144,3769570,42,0,0,1,9,525871
"7,02765788180788E+018",1636254108,DYNAMIC,4713978,14854838,4690247,268,28,12,246,949,55750
"7,02765790757736E+018",1636254114,DYNAMIC,4804392,14784932,4650405,250,11,12,1,3,1739
"7,02765791616946E+018",1636254116,CLICK_COMMAND,3350692,10404670,4311926,3282,11,4,183,2166,68868
"7,02765792046043E+018",1636254117,DYNAMIC,4834724,14879572,4539534,42,11,12,1,3,482412
"7,02765793334769E+018",1636254120,DYNAMIC,4762669,14745652,4694471,3137,11,12,7,2590,85168
"7,02765746949168E+018",1636254012,DYNAMIC,4781465,14717409,4352567,408,8,14,1,10,207057
"7,02765747808751E+018",1636254014,SUBREQUEST_PARENT,1907433,14055974,3769572,42,0,12,1,14,1083460
"7,02765748237389E+018",1636254015,DYNAMIC,4808102,14796025,4509731,2035,11,12,2,51,1703
"7,0276575124405E+018",1636254022,CLICK_COMMAND,4722443,14665472,4690250,268,11,12,89,6066,456024
"7,0276575253237E+018",1636254025,DYNAMIC,4845068,14915664,4395088,3145,11,17,7,2590,85168
"7,02765761551893E+018",1636254046,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
"7,02765763699297E+018",1636254051,DYNAMIC,4845461,14918312,4591167,3509,6,17,2,51,1703
"7,02765765846748E+018",1636254056,CLICK_COMMAND,4722434,14664210,4690250,268,11,12,6,1809,65421
"7,02765766705827E+018",1636254058,DYNAMIC,4827917,14879322,3557688,3145,30,12,1,2,94509
"7,02765767565234E+018",1636254060,CLICK_COMMAND,3353521,10408898,4311926,3282,8,14,1,10,95859
"7,02765770571422E+018",1636254067,DYNAMIC,3332848,14941461,3933774,3236,8,14,1,2,639658
"7,02765772718742E+018",1636254072,DYNAMIC,4803470,14782671,4386889,241,11,6,1,2,42476
"7,02765772718788E+018",1636254072,CLICK_COMMAND,4718271,14565533,4648939,3334,15,17,7,2563,74333
"7,02765773578863E+018",1636254074,DYNAMIC,3040632,11617996,4539577,42,8,14,3,40,40622
"7,02765781738324E+018",1636254094,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
"7,02765785603873E+018",1636254102,CLICK_COMMAND,4713978,14854828,4690250,268,11,12,246,831,54667
"7,02765786462932E+018",1636254104,DYNAMIC,3754328,14457381,4526217,71,0,12,1,7,38286
"7,0276578861018E+018",1636254109,CLICK_COMMAND,4823775,14920229,4534520,268,11,12,7,5459,82796
"7,02765792475808E+018",1636254118,DYNAMIC,4835473,14881872,3478252,625,6,5,2,51,1703
"7,02765792906464E+018",1636254119,DYNAMIC,4717629,14537303,3769544,42,6,17,1,7,95012
"7,02765794193605E+018",1636254123,DYNAMIC,4799702,14770779,4291409,408,11,12,1,9,749822
"7,02765742224881E+018",1636254001,CLICK_COMMAND,1333000,4845126,3397212,32,0,6,0,0,0
"7,02765743943215E+018",1636254005,DYNAMIC,4847894,14924393,4591165,3509,0,14,1,2,3324
"7,0276574437239E+018",1636254006,DYNAMIC,4440158,13776358,4593920,1014,11,17,1,2,35187
"7,02765747808417E+018",1636254014,DYNAMIC,4520815,14056227,4662600,42,11,12,2,48,12148
"7,02765750814389E+018",1636254021,DYNAMIC,4835572,14882258,4342359,3317,11,12,2,48,12148
"7,02765752962436E+018",1636254026,DYNAMIC,4799702,14770779,4291409,408,0,14,1,1,42492
"7,02765753392071E+018",1636254027,DYNAMIC,4520830,14060287,4662599,42,11,12,1,2,33531
"7,02765754250743E+018",1636254029,CLICK_COMMAND,4036731,14324505,4334562,268,0,0,1,7,1712
"7,02765756397879E+018",1636254034,DYNAMIC,4799702,14767536,4291409,408,11,12,1,2,3324
"7,02765758117472E+018",1636254039,DYNAMIC,3973939,13603176,3769568,42,0,12,1,10,1022966
"7,02765759405163E+018",1636254041,DYNAMIC,4823239,14855524,4277915,242,11,17,1,10,10200
"7,02765760693201E+018",1636254044,CLICK_COMMAND,4772124,14694239,4587260,987,11,12,2,51,1703
